date;Euro;Amerikanske dollar;Britiske pund ;Svenske kroner
2018M10D05;7.458.900;6.482.600;8.460.200;714.200
2018M10D08;7.459.900;6.499.300;8.476.200;714.100
2018M10D09;7.459.200;6.523.100;8.507.300;714.200
2018M10D10;7.460.100;6.487.000;8.530.900;711.800
2018M10D11;7.460.300;6.445.200;8.527.000;716.500
2018M10D12;7.460.200;6.445.700;8.512.300;720.100
2018M10D15;7.460.900;6.442.400;8.474.000;717.900
2018M10D16;7.460.900;6.439.000;8.517.700;723.200
2018M10D17;7.460.400;6.470.400;8.483.000;723.300
2018M10D18;7.460.600;6.484.700;8.493.100;722.000
2018M10D19;7.460.600;6.504.400;8.476.000;721.800
2018M10D22;7.460.300;6.490.600;8.436.900;722.100
2018M10D23;7.460.300;6.499.700;8.467.700;720.100
2018M10D24;7.460.400;6.550.500;8.455.300;720.200
2018M10D25;7.461.000;6.535.600;8.427.400;717.900
2018M10D26;7.460.700;6.576.200;8.413.100;717.200
2018M10D29;7.461.400;6.556.000;8.403.600;718.100
2018M10D30;7.461.400;6.561.200;8.369.700;716.100
2018M10D31;7.461.400;6.592.500;8.395.600;717.300
2018M11D01;7.460.400;6.548.200;8.461.100;723.200
2018M11D02;7.460.300;6.534.400;8.490.200;723.400
2018M11D05;7.459.600;6.560.800;8.521.800;722.400
2018M11D06;7.459.300;6.527.200;8.543.200;720.900
2018M11D07;7.459.800;6.494.100;8.534.900;722.100
2018M11D08;7.459.700;6.529.800;8.558.300;727.600
2018M11D09;7.459.400;6.574.500;8.568.800;726.700
2018M11D12;7.459.700;6.622.000;8.519.200;726.300
2018M11D13;7.461.300;6.625.800;8.581.600;729.500
2018M11D14;7.462.100;6.606.000;8.572.400;726.700
2018M11D15;7.462.200;6.600.800;8.444.300;727.600
2018M11D16;7.461.800;6.576.600;8.445.700;727.100
2018M11D19;7.462.500;6.530.600;8.377.000;725.800
2018M11D20;7.462.700;6.534.200;8.393.700;723.600
2018M11D21;7.461.700;6.540.200;8.373.800;723.400
2018M11D22;7.461.600;6.543.500;8.421.900;724.200
2018M11D23;7.461.800;6.573.100;8.433.300;724.100
2018M11D26;7.461.200;6.566.200;8.436.500;724.900
2018M11D27;7.461.700;6.587.000;8.407.700;725.700
2018M11D28;7.461.600;6.612.500;8.455.500;727.600
2018M11D29;7.462.200;6.553.300;8.371.800;723.300
2018M11D30;7.462.200;6.569.400;8.378.100;723.100
2018M12D03;7.462.200;6.585.100;8.370.400;729.100
2018M12D04;7.462.600;6.541.000;8.379.500;729.500
2018M12D05;7.463.000;6.573.000;8.396.200;733.400
2018M12D06;7.463.500;6.575.200;8.392.600;729.200
2018M12D07;7.464.100;6.564.200;8.378.600;727.000
2018M12D10;7.463.900;6.533.000;8.270.700;722.300
2018M12D11;7.464.100;6.559.500;8.272.500;724.900
2018M12D12;7.464.100;6.578.600;8.281.000;720.500
2018M12D13;7.464.700;6.564.700;8.308.100;724.600
2018M12D14;7.465.600;6.615.500;8.310.300;727.600
2018M12D17;7.465.900;6.583.100;8.305.600;726.800
2018M12D18;7.467.500;6.563.700;8.323.600;726.700
2018M12D19;7.467.600;6.547.700;8.268.100;722.300
2018M12D20;7.467.200;6.521.000;8.266.100;728.300
2018M12D21;7.467.000;6.542.000;8.276.900;726.800
2018M12D27;7.467.200;6.563.400;8.290.200;726.900
2018M12D28;7.467.300;6.519.400;8.271.900;726.600
2019M01D02;7.466.900;6.551.600;8.281.400;731.000
2019M01D03;7.467.500;6.580.500;8.268.600;726.400
2019M01D04;7.467.900;6.549.100;8.298.800;728.900
2019M01D07;7.467.500;6.524.700;8.323.100;730.400
2019M01D08;7.466.300;6.526.500;8.319.600;733.000
2019M01D09;7.466.100;6.517.800;8.303.700;730.100
2019M01D10;7.465.500;6.472.000;8.256.200;729.700
2019M01D11;7.464.300;6.472.100;8.292.300;729.400
2019M01D14;7.463.900;6.509.000;8.361.700;728.200
2019M01D15;7.463.800;6.533.400;8.383.900;728.900
2019M01D16;7.464.200;6.553.900;8.425.600;728.300
2019M01D17;7.464.900;6.550.500;8.457.900;725.700
2019M01D18;7.464.900;6.547.000;8.470.800;728.200
2019M01D21;7.465.900;6.570.900;8.454.900;728.300
2019M01D22;7.466.900;6.576.400;8.485.100;728.200
2019M01D23;7.466.700;6.568.800;8.561.500;728.800
2019M01D24;7.465.900;6.583.100;8.573.100;726.000
2019M01D25;7.466.400;6.580.600;8.623.700;725.000
2019M01D28;7.465.200;6.538.100;8.591.800;721.300
2019M01D29;7.465.000;6.535.600;8.606.700;721.200
2019M01D30;7.464.800;6.531.500;8.546.700;718.900
2019M01D31;7.465.700;6.498.700;8.524.600;719.700
2019M02D01;7.465.400;6.508.100;8.494.200;718.700
2019M02D04;7.465.400;6.522.800;8.514.600;717.000
2019M02D05;7.465.000;6.535.100;8.502.000;717.800
2019M02D06;7.465.200;6.551.900;8.495.700;716.000
2019M02D07;7.463.600;6.578.800;8.505.500;712.700
2019M02D08;7.463.400;6.578.000;8.530.600;711.000
2019M02D11;7.463.700;6.599.800;8.518.700;711.800
2019M02D12;7.462.300;6.606.100;8.508.400;712.600
2019M02D13;7.461.800;6.600.400;8.522.600;716.900
2019M02D14;7.461.500;6.621.800;8.484.300;712.100
2019M02D15;7.461.200;6.626.300;8.484.600;711.900
2019M02D18;7.462.000;6.587.200;8.516.300;712.800
2019M02D19;7.461.900;6.607.000;8.558.700;704.000
2019M02D20;7.461.400;6.578.600;8.581.700;705.900
2019M02D21;7.461.900;6.572.000;8.596.200;702.700
2019M02D22;7.462.000;6.589.000;8.551.200;704.000
2019M02D25;7.461.500;6.571.100;8.593.400;705.300
2019M02D26;7.461.600;6.567.700;8.670.700;704.900
2019M02D27;7.461.100;6.552.900;8.726.100;707.600
2019M02D28;7.461.100;6.535.700;8.692.400;711.600
2019M03D01;7.461.300;6.554.800;8.679.200;710.600
2019M03D04;7.461.600;6.581.600;8.699.000;707.000
2019M03D05;7.461.400;6.586.100;8.640.100;707.100
2019M03D06;7.460.900;6.599.600;8.678.500;708.000
2019M03D07;7.461.000;6.619.600;8.687.700;706.400
2019M03D08;7.460.000;6.647.700;8.684.000;701.700
2019M03D11;7.460.800;6.635.400;8.651.200;705.200
2019M03D12;7.460.200;6.616.600;8.660.000;705.700
2019M03D13;7.460.100;6.600.100;8.686.700;706.900
2019M03D14;7.462.400;6.606.800;8.755.800;708.200
2019M03D15;7.463.400;6.600.100;8.737.800;711.000
2019M03D18;7.462.100;6.575.100;8.711.300;713.100
2019M03D19;7.462.400;6.570.200;8.723.100;714.200
2019M03D20;7.462.400;6.572.500;8.649.000;715.400
2019M03D21;7.462.600;6.553.600;8.612.300;715.600
2019M03D22;7.462.200;6.602.500;8.688.100;712.600
2019M03D25;7.464.600;6.591.300;8.716.500;714.700
2019M03D26;7.465.400;6.611.800;8.748.900;716.000
2019M03D27;7.466.400;6.630.300;8.771.800;715.900
2019M03D28;7.465.700;6.655.100;8.726.200;712.600
2019M03D29;7.465.200;6.644.600;8.697.700;717.900
2019M04D01;7.464.100;6.643.000;8.713.800;716.300
2019M04D02;7.464.600;6.664.800;8.679.800;714.900
2019M04D03;7.464.300;6.639.100;8.741.400;715.700
2019M04D04;7.463.900;6.652.900;8.738.100;717.200
2019M04D05;7.464.600;6.645.200;8.686.000;716.000
2019M04D08;7.465.100;6.638.000;8.661.900;715.600
2019M04D09;7.465.000;6.619.700;8.646.600;716.100
2019M04D10;7.465.200;6.618.700;8.672.100;715.100
2019M04D11;7.464.800;6.627.100;8.663.100;715.200
2019M04D12;7.464.300;6.593.300;8.650.200;712.300
2019M04D15;7.463.900;6.597.600;8.648.300;713.500
2019M04D16;7.464.200;6.602.600;8.640.100;713.300
2019M04D17;7.465.200;6.605.800;8.621.000;715.000
2019M04D23;7.465.900;6.639.300;8.636.100;710.600
2019M04D24;7.466.600;6.661.300;8.627.400;711.000
2019M04D25;7.466.300;6.712.500;8.638.100;702.400
2019M04D26;7.465.400;6.705.600;8.646.500;706.000
2019M04D29;7.465.200;6.695.200;8.646.300;703.500
2019M04D30;7.464.600;6.654.100;8.654.800;701.900
2019M05D01;..;..;..;..
2019M05D02;7.465.500;6.658.500;8.687.900;698.700
2019M05D03;7.465.700;6.692.700;8.702.800;697.400
2019M05D06;7.466.200;6.666.800;8.735.500;696.100
2019M05D07;7.465.700;6.674.700;8.717.000;696.800
2019M05D08;7.465.700;6.664.600;8.671.500;694.500
2019M05D09;7.465.900;6.670.200;8.669.200;691.500
2019M05D10;7.465.800;6.648.100;8.656.000;690.600
2019M05D13;7.466.800;6.640.100;8.647.100;689.300
2019M05D14;7.469.100;6.653.400;8.612.600;692.900
2019M05D15;7.469.500;6.679.300;8.603.400;693.600
2019M05D16;7.467.800;6.665.900;8.538.200;694.100
2019M05D20;7.468.100;6.687.700;8.523.300;693.600
2019M05D21;7.468.500;6.691.600;8.524.700;693.200
2019M05D22;7.468.000;6.685.200;8.459.400;694.100
2019M05D23;7.468.400;6.704.700;8.477.200;695.600
2019M05D24;7.467.800;6.675.400;8.455.600;697.300
2019M05D27;7.468.800;6.669.800;8.465.600;697.100
2019M05D28;7.468.900;6.673.400;8.451.600;698.900
2019M05D29;7.468.700;6.694.800;8.465.500;697.600
2019M06D03;7.468.000;6.676.800;8.427.200;703.300
2019M06D04;7.467.900;6.641.700;8.415.700;702.800
2019M06D06;7.468.700;6.629.400;8.433.700;703.400
2019M06D07;7.468.000;6.624.700;8.421.800;700.800
2019M06D11;7.468.700;6.597.800;8.383.800;699.100
2019M06D12;7.467.800;6.595.200;8.409.200;699.200
2019M06D13;7.467.800;6.615.100;8.395.700;698.100
2019M06D14;7.467.600;6.629.000;8.381.800;701.900
2019M06D17;7.467.400;6.647.100;8.370.800;701.200
2019M06D18;7.467.200;6.674.900;8.352.300;701.700
2019M06D19;7.467.100;6.662.900;8.388.100;698.700
2019M06D20;7.466.100;6.603.100;8.374.300;702.000
2019M06D21;7.465.700;6.597.500;8.348.600;702.300
2019M06D24;7.466.300;6.552.800;8.354.800;703.800
2019M06D25;7.465.400;6.555.500;8.342.600;708.800
2019M06D26;7.465.100;6.570.200;8.331.300;708.000
2019M06D27;7.464.100;6.564.700;8.346.500;707.600
2019M06D28;7.463.600;6.558.500;8.324.800;706.600
2019M07D01;7.464.700;6.577.400;8.320.200;707.900
2019M07D02;7.463.900;6.604.600;8.344.900;707.000
2019M07D03;7.464.100;6.609.500;8.316.500;709.800
2019M07D04;7.463.300;6.611.700;8.317.500;709.400
2019M07D05;7.463.500;6.628.300;8.320.200;706.900
2019M07D08;7.463.100;6.654.600;8.327.000;704.200
2019M07D09;7.463.400;6.660.800;8.295.000;701.900
2019M07D10;7.463.700;6.652.100;8.299.600;703.500
2019M07D11;7.467.300;6.617.000;8.316.400;705.700
2019M07D12;7.467.300;6.635.800;8.316.600;707.700
2019M07D15;7.466.900;6.626.100;8.308.300;707.300
2019M07D16;7.467.800;6.654.000;8.273.700;708.500
2019M07D17;7.466.900;6.658.000;8.265.300;710.000
2019M07D18;7.467.200;6.657.600;8.310.500;710.900
2019M07D19;7.466.200;6.650.800;8.329.600;709.700
2019M07D22;7.466.000;6.657.200;8.298.500;708.100
2019M07D23;7.465.900;6.682.100;8.311.100;706.400
2019M07D24;7.464.900;6.701.000;8.374.100;709.000
2019M07D25;7.464.800;6.716.000;8.390.900;711.300
2019M07D26;7.466.300;6.703.400;8.329.900;707.100
2019M07D29;7.466.800;6.715.400;8.255.800;705.900
2019M07D30;7.466.600;6.694.100;8.146.600;701.400
2019M07D31;7.467.400;6.696.600;8.150.100;700.200
2019M08D01;7.466.000;6.764.500;8.190.900;698.600
2019M08D02;7.466.000;6.722.500;8.159.100;696.300
2019M08D05;7.465.800;6.676.600;8.125.600;693.800
2019M08D06;7.464.400;6.672.400;8.128.500;695.900
2019M08D07;7.463.100;6.662.300;8.081.100;693.100
2019M08D08;7.463.100;6.667.600;8.101.900;694.000
2019M08D09;7.463.100;6.664.700;8.040.400;697.700
2019M08D12;7.463.300;6.667.200;8.058.400;695.500
2019M08D13;7.463.300;6.650.600;8.039.800;696.900
2019M08D14;7.460.800;6.668.600;8.050.700;695.200
2019M08D15;7.459.000;6.689.700;8.119.700;695.100
2019M08D16;7.459.000;6.734.400;8.193.700;696.300
2019M08D19;7.458.200;6.717.300;8.143.700;695.300
2019M08D20;7.456.000;6.731.700;8.137.700;692.600
2019M08D21;7.456.400;6.715.100;8.145.100;697.000
2019M08D22;7.455.800;6.727.200;8.179.700;695.600
2019M08D23;7.455.900;6.738.300;8.242.800;695.700
2019M08D26;7.456.400;6.707.800;8.211.200;693.500
2019M08D27;7.457.800;6.716.300;8.246.600;696.700
2019M08D28;7.457.800;6.729.000;8.211.400;693.500
2019M08D29;7.457.000;6.735.000;8.237.000;691.800
2019M08D30;7.456.200;6.756.300;8.233.000;687.900
2019M09D02;7.456.300;6.798.200;8.210.000;693.800
2019M09D03;7.456.600;6.817.800;8.204.400;689.600
2019M09D04;7.458.400;6.769.300;8.263.700;693.600
2019M09D05;7.458.800;6.745.200;8.326.400;698.200
2019M09D06;7.461.400;6.766.500;8.324.200;701.600
2019M09D09;7.459.800;6.761.400;8.356.000;699.800
2019M09D10;7.460.800;6.758.000;8.354.800;694.400
2019M09D11;7.460.700;6.780.600;8.370.300;700.100
2019M09D12;7.462.200;6.806.700;8.392.000;701.900
2019M09D13;7.467.800;6.730.200;8.382.000;701.300
2019M09D16;7.467.000;6.769.100;8.436.300;699.800
2019M09D17;7.467.100;6.772.300;8.407.700;697.900
2019M09D18;7.467.300;6.755.900;8.416.700;695.900
2019M09D19;7.467.200;6.747.300;8.415.200;696.400
2019M09D20;7.466.800;6.769.500;8.462.900;697.100
2019M09D23;7.466.400;6.796.900;8.451.600;696.900
2019M09D24;7.466.100;6.785.500;8.469.500;699.300
2019M09D25;7.464.800;6.797.300;8.418.800;698.800
2019M09D26;7.464.300;6.824.200;8.433.800;700.200
2019M09D27;7.466.100;6.827.700;8.409.900;697.700
2019M09D30;7.466.200;6.856.600;8.429.400;698.000
2019M10D01;7.465.500;6.850.300;8.392.400;691.000
2019M10D02;7.466.500;6.834.300;8.392.200;690.600
2019M10D03;7.465.600;6.817.300;8.408.200;689.200
2019M10D04;7.466.600;6.800.800;8.385.200;690.700
2019M10D07;7.467.900;6.793.300;8.376.300;685.700
2019M10D08;7.468.900;6.798.600;8.317.700;687.100
2019M10D09;7.469.100;6.801.800;8.312.900;684.200
2019M10D10;7.468.400;6.771.000;8.284.000;688.900
2019M10D11;7.468.800;6.763.400;8.534.000;688.700
2019M10D14;7.468.900;6.770.800;8.489.000;688.200
2019M10D15;7.469.900;6.786.500;8.580.400;690.200
2019M10D16;7.471.200;6.776.600;8.631.200;689.500
2019M10D17;7.470.700;6.722.500;8.602.800;691.100
2019M10D18;7.470.200;6.703.300;8.642.600;693.300
2019M10D21;7.470.800;6.686.500;8.694.100;696.200
2019M10D22;7.470.800;6.712.300;8.680.400;696.200
2019M10D23;7.470.700;6.716.400;8.645.800;695.700
2019M10D24;7.470.500;6.713.200;8.657.600;698.400
2019M10D25;7.470.400;6.725.800;8.626.500;695.300
2019M10D28;7.470.700;6.738.300;8.653.900;694.900
2019M10D29;7.470.600;6.733.300;8.653.700;692.200
2019M10D30;7.470.900;6.726.900;8.666.900;691.700
2019M10D31;7.470.800;6.697.900;8.673.600;695.000
2019M11D01;7.471.200;6.707.200;8.686.600;698.300
2019M11D04;7.471.300;6.695.900;8.650.500;698.000
2019M11D05;7.471.200;6.725.400;8.676.000;698.600
2019M11D06;7.471.300;6.737.000;8.684.200;701.900
2019M11D07;7.472.000;6.745.500;8.643.900;703.200
2019M11D08;7.472.700;6.772.400;8.673.300;698.200
2019M11D11;7.472.200;6.767.700;8.714.600;697.800
2019M11D12;7.472.300;6.783.700;8.706.900;698.300
2019M11D13;7.472.500;6.789.500;8.713.300;696.100
2019M11D14;7.472.000;6.794.600;8.724.600;698.700
2019M11D15;7.472.300;6.772.100;8.723.200;701.500
2019M11D18;7.472.600;6.755.800;8.757.300;701.000
2019M11D19;7.472.100;6.745.600;8.731.800;701.800
2019M11D20;7.473.100;6.757.500;8.718.500;698.800
2019M11D21;7.473.200;6.738.100;8.735.700;701.300
2019M11D22;7.472.700;6.757.700;8.691.200;703.200
2019M11D25;7.471.600;6.787.400;8.737.200;703.800
2019M11D26;7.472.000;6.780.400;8.717.300;706.200
2019M11D27;7.471.200;6.786.400;8.743.400;707.600
2019M11D28;7.471.500;6.789.200;8.771.400;708.400
2019M11D29;7.471.300;6.803.200;8.766.600;711.600
2019M12D02;7.471.200;6.777.800;8.767.200;708.900
2019M12D03;7.471.900;6.749.100;8.769.800;707.200
2019M12D04;7.471.500;6.742.600;8.830.500;708.000
2019M12D05;7.471.600;6.734.800;8.845.300;708.800
2019M12D06;7.472.200;6.735.400;8.847.800;710.400
2019M12D09;7.472.300;6.747.000;8.875.000;708.700
2019M12D10;7.473.100;6.746.500;8.888.800;707.900
2019M12D11;7.472.800;6.747.400;8.870.300;714.500
2019M12D12;7.473.200;6.710.200;8.837.700;715.200
2019M12D13;7.473.100;6.687.900;8.949.000;715.200
2019M12D16;7.473.100;6.704.700;8.958.900;717.100
2019M12D17;7.473.100;6.695.100;8.818.000;713.600
2019M12D18;7.472.000;6.722.400;8.784.900;715.100
2019M12D19;7.472.300;6.721.500;8.783.400;713.100
2019M12D20;7.472.000;6.733.400;8.776.900;716.100
2019M12D23;7.471.900;6.746.600;8.717.900;715.200
2019M12D27;7.470.400;6.698.100;8.775.300;715.800
2019M12D30;7.469.700;6.675.900;8.766.400;715.500
2020M01D02;7.471.900;6.675.500;8.808.300;713.500
2020M01D03;7.473.100;6.704.100;8.780.000;712.700
2020M01D06;7.473.200;6.676.100;8.769.800;709.700
2020M01D07;7.473.100;6.689.100;8.773.000;708.900
2020M01D08;7.473.100;6.723.400;8.805.600;711.000
2020M01D09;7.473.100;6.726.500;8.762.500;709.500
2020M01D10;7.473.100;6.738.000;8.811.600;708.300
2020M01D13;7.473.200;6.716.900;8.714.100;707.700
2020M01D14;7.473.100;6.723.400;8.728.400;710.000
2020M01D15;7.472.700;6.706.800;8.721.300;707.700
2020M01D16;7.472.900;6.690.800;8.743.300;707.100
2020M01D17;7.472.900;6.727.500;8.780.800;708.700
2020M01D20;7.472.600;6.741.200;8.762.900;708.000
2020M01D21;7.472.500;6.722.900;8.788.100;708.100
2020M01D22;7.472.900;6.739.600;8.849.400;708.100
2020M01D23;7.473.200;6.738.100;8.844.200;708.500
2020M01D24;7.473.000;6.772.100;8.863.400;709.300
2020M01D27;7.472.800;6.778.000;8.858.400;706.300
2020M01D28;7.472.800;6.790.400;8.832.800;705.000
2020M01D29;7.472.800;6.792.800;8.835.200;706.600
2020M01D30;7.472.900;6.775.700;8.877.000;702.400
2020M01D31;7.473.100;6.761.800;8.878.100;699.900
2020M02D03;7.472.900;6.753.000;8.815.000;699.700
2020M02D04;7.472.900;6.764.000;8.804.100;703.100
2020M02D05;7.472.800;6.779.300;8.849.400;708.700
2020M02D06;7.472.500;6.791.300;8.808.300;708.000
2020M02D07;7.472.400;6.812.300;8.820.100;708.600
2020M02D10;7.472.400;6.823.500;8.829.700;706.800
2020M02D11;7.472.100;6.854.500;8.861.100;709.100
2020M02D12;7.471.800;6.846.100;8.888.900;711.800
2020M02D13;7.472.100;6.876.000;8.962.000;712.800
2020M02D14;7.471.300;6.891.100;8.979.100;711.000
2020M02D17;7.470.100;6.894.400;8.974.400;709.300
2020M02D18;7.470.200;6.906.600;9.001.900;708.100
2020M02D19;7.469.300;6.916.000;8.983.100;706.400
2020M02D20;7.468.100;6.921.300;8.907.600;704.600
2020M02D21;7.470.200;6.916.200;8.945.300;706.800
2020M02D24;7.469.900;6.905.100;8.910.500;705.800
2020M02D25;7.470.100;6.891.200;8.932.300;706.800
2020M02D26;7.471.000;6.869.900;8.878.200;706.100
2020M02D27;7.472.500;6.815.500;8.791.700;706.600
2020M02D28;7.472.300;6.807.200;8.758.500;700.100
2020M03D02;7.473.000;6.719.100;8.578.500;704.600
2020M03D03;7.473.000;6.722.100;8.588.700;707.700
2020M03D04;7.472.700;6.717.000;8.604.100;707.900
2020M03D05;7.471.200;6.678.500;8.620.300;705.400
2020M03D06;7.469.700;6.589.400;8.569.600;703.700
2020M03D09;7.469.500;6.520.200;8.548.000;696.800
2020M03D10;7.471.400;6.559.600;8.550.000;691.700
2020M03D11;7.472.600;6.591.900;8.521.600;696.800
2020M03D12;7.472.700;6.648.300;8.432.000;685.900
2020M03D13;7.473.200;6.730.200;8.390.300;689.100
2020M03D16;7.473.100;6.698.100;8.219.600;685.600
2020M03D17;7.473.200;6.805.000;8.228.300;681.900
2020M03D18;7.473.200;6.834.800;8.106.300;678.000
2020M03D19;7.473.100;6.918.900;8.036.900;670.100
2020M03D20;7.469.100;6.975.900;8.205.300;675.300
2020M03D23;7.470.600;6.928.100;8.035.500;674.800
2020M03D24;7.466.900;6.886.400;8.107.400;673.400
2020M03D25;7.468.200;6.897.800;8.161.700;681.200
2020M03D26;7.465.900;6.798.900;8.173.000;678.300
2020M03D27;7.460.600;6.796.600;8.313.300;677.300
2020M03D30;7.466.700;6.767.000;8.399.000;676.500
2020M03D31;7.467.400;6.815.800;8.424.100;675.100
2020M04D01;7.464.200;6.825.300;8.437.900;682.500
2020M04D02;7.466.100;6.845.900;8.509.500;683.300
2020M04D03;7.468.900;6.925.300;8.501.900;682.000
2020M04D06;7.466.000;6.918.700;8.503.400;680.000
2020M04D07;7.467.500;6.860.400;8.476.800;686.400
2020M04D08;7.464.000;6.866.000;8.486.800;682.400
2020M04D14;7.462.300;6.806.800;8.552.500;683.600
2020M04D15;7.463.700;6.845.500;8.541.200;682.700
2020M04D16;7.461.900;6.853.300;8.560.900;685.200
2020M04D17;7.460.300;6.869.500;8.577.200;687.300
2020M04D20;7.458.400;6.867.800;8.539.200;686.600
2020M04D21;7.458.200;6.882.200;8.463.700;680.800
2020M04D22;7.458.900;6.863.800;8.483.700;681.700
2020M04D23;7.457.700;6.923.200;8.552.400;684.900
2020M04D24;7.457.700;6.905.300;8.523.300;685.900
2020M04D27;7.459.100;6.873.500;8.547.800;685.900
2020M04D28;7.457.000;6.855.800;8.563.600;693.800
2020M04D29;7.457.100;6.878.000;8.534.300;694.700
2020M04D30;7.458.400;6.857.700;8.582.200;699.400
2020M05D01;..;..;..;..
2020M05D04;7.462.200;6.819.800;8.489.600;690.200
2020M05D05;7.461.200;6.881.100;8.570.200;697.400
2020M05D06;7.461.800;6.904.600;8.551.900;702.100
2020M05D07;7.460.500;6.918.800;8.528.400;702.500
2020M05D11;7.459.500;6.891.600;8.488.800;703.700
2020M05D12;7.457.700;6.868.400;8.496.600;703.800
2020M05D13;7.455.600;6.855.700;8.448.800;704.400
2020M05D14;7.457.300;6.910.000;8.426.800;700.800
2020M05D15;7.457.600;6.906.500;8.404.100;699.000
2020M05D18;7.454.800;6.882.200;8.361.800;702.600
2020M05D19;7.456.200;6.809.300;8.327.700;705.500
2020M05D20;7.456.500;6.804.600;8.344.500;706.300
2020M05D25;7.456.800;6.834.800;8.330.200;706.900
2020M05D26;7.455.800;6.793.400;8.388.800;706.300
2020M05D27;7.458.300;6.785.800;8.324.500;706.200
2020M05D28;7.454.400;6.766.900;8.307.800;706.700
2020M05D29;7.454.200;6.693.800;8.274.400;710.800
2020M06D02;7.454.100;6.670.900;8.367.600;713.200
2020M06D03;7.454.700;6.659.500;8.370.000;712.800
2020M06D04;7.455.700;6.627.300;8.313.200;715.700
2020M06D08;7.455.500;6.606.600;8.360.700;717.000
2020M06D09;7.456.800;6.602.400;8.367.100;715.700
2020M06D10;7.455.300;6.554.100;8.380.200;712.700
2020M06D11;7.454.900;6.569.400;8.314.200;709.900
2020M06D12;7.455.100;6.595.100;8.315.500;709.300
2020M06D15;7.455.900;6.625.700;8.316.900;707.400
2020M06D16;7.456.100;6.593.700;8.343.000;709.200
2020M06D17;7.456.000;6.638.200;8.335.600;709.300
2020M06D18;7.455.600;6.643.700;8.281.400;706.500
2020M06D19;7.455.400;6.650.700;8.237.600;705.500
2020M06D22;7.454.300;6.647.900;8.252.500;706.400
2020M06D23;7.453.700;6.585.700;8.224.300;708.700
2020M06D24;7.453.000;6.607.300;8.249.700;708.800
2020M06D25;7.453.400;6.654.800;8.269.300;710.800
2020M06D26;7.452.300;6.646.100;8.227.800;711.300
2020M06D29;7.453.100;6.605.000;8.141.900;711.300
2020M06D30;7.452.600;6.655.300;8.167.900;710.100
2020M07D01;7.452.800;6.654.300;8.241.500;710.000
2020M07D02;7.450.600;6.601.600;8.257.800;712.100
2020M07D03;7.451.600;6.639.000;8.268.500;711.600
2020M07D06;7.451.600;6.579.800;8.233.400;710.700
2020M07D07;7.452.200;6.600.700;8.266.400;712.800
2020M07D08;7.449.300;6.600.500;8.284.100;714.200
2020M07D09;7.450.300;6.568.800;8.310.000;716.600
2020M07D10;7.448.300;6.605.400;8.315.600;716.300
2020M07D13;7.444.800;6.571.500;8.277.700;717.000
2020M07D14;7.444.700;6.544.800;8.201.000;716.800
2020M07D15;7.446.500;6.506.900;8.224.500;719.700
2020M07D16;7.445.200;6.522.900;8.192.800;719.300
2020M07D17;7.445.300;6.515.000;8.174.600;720.500
2020M07D20;7.448.000;6.505.900;8.223.000;723.000
2020M07D21;7.444.900;6.506.100;8.267.100;727.100
2020M07D22;7.444.200;6.429.600;8.169.400;726.900
2020M07D23;7.442.900;6.433.500;8.161.500;725.100
2020M07D24;7.443.800;6.412.600;8.181.300;724.900
2020M07D27;7.443.600;6.329.600;8.149.300;724.900
2020M07D28;7.442.900;6.352.200;8.181.900;723.900
2020M07D29;7.442.700;6.347.700;8.234.400;723.500
2020M07D30;7.442.600;6.337.900;8.245.000;722.100
2020M07D31;7.444.200;6.283.100;8.266.500;723.900
2020M08D03;7.446.600;6.350.500;8.272.800;723.300
2020M08D04;7.446.200;6.329.100;8.242.900;722.800
2020M08D05;7.450.800;6.285.500;8.254.400;724.300
2020M08D06;7.450.000;6.290.600;8.274.700;722.100
2020M08D07;7.448.300;6.303.000;8.241.700;722.000
2020M08D10;7.447.900;6.331.600;8.261.200;724.500
2020M08D11;7.446.900;6.320.000;8.288.800;724.200
2020M08D12;7.447.200;6.326.700;8.231.200;726.500
2020M08D13;7.447.400;6.293.800;8.240.700;724.800
2020M08D14;7.447.000;6.304.100;8.258.600;723.500
2020M08D17;7.447.000;6.282.800;8.217.400;722.300
2020M08D18;7.446.600;6.254.500;8.239.700;721.600
2020M08D19;7.445.300;6.239.300;8.241.000;721.900
2020M08D20;7.445.100;6.282.800;8.256.500;719.000
2020M08D21;7.444.100;6.325.200;8.293.800;718.300
2020M08D24;7.443.500;6.283.000;8.254.500;717.900
2020M08D25;7.442.300;6.299.600;8.274.300;718.900
2020M08D26;7.443.900;6.314.300;8.299.600;720.300
2020M08D27;7.442.900;6.304.300;8.315.600;721.600
2020M08D28;7.443.900;6.247.500;8.320.200;725.500
2020M08D31;7.443.900;6.234.400;8.307.500;723.500
2020M09D01;7.443.400;6.209.600;8.365.700;718.400
2020M09D02;7.441.200;6.273.700;8.376.000;722.000
2020M09D03;7.440.100;6.298.200;8.347.000;719.600
2020M09D04;7.440.300;6.283.000;8.329.500;717.600
2020M09D07;7.441.100;6.293.200;8.283.100;717.600
2020M09D08;7.440.700;6.313.700;8.226.000;717.300
2020M09D09;7.440.300;6.319.800;8.157.100;718.000
2020M09D10;7.440.400;6.279.300;8.123.600;717.500
2020M09D11;7.440.200;6.276.500;8.051.500;717.400
2020M09D14;7.439.800;6.264.600;8.070.100;714.100
2020M09D15;7.439.600;6.256.000;8.078.200;715.100
