date;Euro;Amerikanske dollar;Britiske pund ;Svenske kroner
2020M09D16;7.439.600;6.268.100;8.137.600;714.500
2020M09D17;7.439.600;6.306.300;8.128.000;714.800
2020M09D18;7.440.300;6.287.800;8.147.700;715.500
2020M09D21;7.440.800;6.312.700;8.122.400;715.100
2020M09D22;7.441.700;6.338.800;8.111.500;715.100
2020M09D23;7.442.900;6.365.800;8.100.200;713.000
2020M09D24;7.442.500;6.391.200;8.158.100;703.500
2020M09D25;7.446.500;6.400.600;8.152.200;700.600
2020M09D28;7.445.900;6.380.400;8.226.800;703.400
2020M09D29;7.446.100;6.363.100;8.185.900;706.800
2020M09D30;7.446.200;6.359.900;8.161.600;704.400
2020M10D01;7.442.100;6.332.600;8.203.100;709.800
2020M10D02;7.441.400;6.343.900;8.206.900;713.800
2020M10D05;7.440.000;6.322.200;8.192.900;711.000
2020M10D06;7.440.800;6.308.400;8.171.500;707.700
2020M10D07;7.442.100;6.322.900;8.141.200;709.900
2020M10D08;7.442.300;6.325.800;8.175.200;712.400
2020M10D09;7.442.200;6.309.600;8.163.300;714.200
2020M10D12;7.443.000;6.308.200;8.215.400;716.100
2020M10D13;7.443.200;6.314.800;8.216.300;719.600
2020M10D14;7.443.900;6.335.200;8.234.900;718.200
2020M10D15;7.442.900;6.362.500;8.221.000;717.200
2020M10D16;7.442.000;6.338.500;8.185.700;718.400
2020M10D19;7.441.000;6.314.000;8.214.100;718.400
2020M10D20;7.442.500;6.301.900;8.149.100;717.000
2020M10D21;7.443.200;6.280.100;8.201.500;718.100
2020M10D22;7.440.900;6.294.600;8.242.700;717.300
2020M10D23;7.440.700;6.275.900;8.205.900;718.100
2020M10D26;7.441.200;6.296.000;8.199.200;719.100
2020M10D27;7.440.600;6.288.500;8.201.900;722.000
2020M10D28;7.443.500;6.347.300;8.210.200;717.700
2020M10D29;7.446.200;6.362.100;8.234.200;714.400
2020M10D30;7.446.600;6.365.700;8.254.900;718.400
2020M11D02;7.445.500;6.389.900;8.267.900;718.500
2020M11D03;7.446.200;6.363.200;8.269.700;717.100
2020M11D04;7.446.600;6.353.200;8.278.200;719.300
2020M11D05;7.446.700;6.281.500;8.232.900;724.600
2020M11D06;7.449.300;6.275.700;8.237.600;724.600
2020M11D09;7.447.600;6.267.400;8.254.600;730.400
2020M11D10;7.444.500;6.304.600;8.347.400;729.900
2020M11D11;7.443.200;6.326.000;8.369.300;731.500
2020M11D12;7.445.900;6.314.900;8.294.900;731.200
2020M11D13;7.446.800;6.302.800;8.303.500;726.300
2020M11D16;7.448.000;6.295.900;8.292.200;726.400
2020M11D17;7.448.000;6.268.300;8.313.900;727.500
2020M11D18;7.451.600;6.278.700;8.337.600;729.600
2020M11D19;7.449.800;6.296.300;8.335.200;729.900
2020M11D20;7.448.900;6.279.100;8.332.800;729.100
2020M11D23;7.447.200;6.257.600;8.378.200;729.100
2020M11D24;7.442.400;6.272.600;8.361.100;729.400
2020M11D25;7.441.900;6.259.000;8.349.600;734.200
2020M11D26;7.442.000;6.253.800;8.349.700;732.700
2020M11D27;7.441.500;6.241.800;8.319.900;731.500
2020M11D30;7.441.200;6.211.400;8.282.300;731.100
2020M12D01;7.444.100;6.220.000;8.289.800;728.800
2020M12D02;7.443.800;6.169.200;8.226.100;724.000
2020M12D03;7.443.900;6.126.200;8.238.200;722.500
2020M12D04;7.442.900;6.121.300;8.244.100;725.600
2020M12D07;7.443.300;6.137.300;8.160.200;729.600
2020M12D08;7.443.600;6.144.600;8.166.900;727.200
2020M12D09;7.442.900;6.146.600;8.269.900;724.400
2020M12D10;7.442.300;6.143.000;8.169.400;726.800
2020M12D11;7.442.900;6.137.500;8.064.300;725.700
2020M12D14;7.442.100;6.119.100;8.205.200;730.100
2020M12D15;7.442.700;6.130.700;8.197.300;730.200
2020M12D16;7.441.500;6.105.100;8.272.900;731.100
2020M12D17;7.439.800;6.075.300;8.261.900;734.200
2020M12D18;7.439.300;6.068.400;8.190.500;734.100
2020M12D21;7.440.100;6.112.000;8.121.500;734.400
2020M12D22;7.440.100;6.079.000;8.162.700;735.600
2020M12D23;7.438.000;6.113.800;8.200.700;734.900
2020M12D28;7.436.100;6.085.700;8.225.000;735.700
2020M12D29;7.438.200;6.067.500;8.186.200;737.600
2020M12D30;7.439.300;6.057.600;8.237.800;739.700
2021M01D04;7.437.900;6.049.000;8.249.700;737.200
2021M01D05;7.438.700;6.062.000;8.234.800;739.700
2021M01D06;7.439.300;6.029.600;8.208.000;739.100
2021M01D07;7.439.200;6.060.000;8.248.400;739.700
2021M01D08;7.436.900;6.070.900;8.251.500;739.900
2021M01D11;7.437.200;6.114.600;8.242.000;738.100
2021M01D12;7.438.500;6.116.700;8.316.700;737.400
2021M01D13;7.439.200;6.114.700;8.360.200;733.800
2021M01D14;7.439.300;6.136.000;8.364.100;736.100
2021M01D15;7.439.300;6.136.500;8.359.000;734.300
2021M01D18;7.439.300;6.166.500;8.351.900;732.600
2021M01D19;7.439.300;6.132.000;8.349.400;736.900
2021M01D20;7.438.200;6.146.800;8.398.800;733.700
2021M01D21;7.439.500;6.119.000;8.394.400;737.900
2021M01D22;7.440.400;6.119.800;8.355.800;738.000
2021M01D25;7.440.600;6.122.900;8.379.100;739.400
2021M01D26;7.439.000;6.126.200;8.386.900;738.600
2021M01D27;7.437.700;6.139.800;8.414.200;735.400
2021M01D28;7.436.800;6.150.700;8.393.400;733.800
2021M01D29;7.437.000;6.128.000;8.414.500;735.500
2021M02D01;7.437.300;6.154.700;8.432.300;731.800
2021M02D02;7.437.300;6.175.100;8.444.300;732.100
2021M02D03;7.437.500;6.189.100;8.437.800;734.200
2021M02D04;7.436.700;6.199.300;8.480.400;733.700
2021M02D05;7.436.200;6.205.600;8.494.800;734.600
2021M02D08;7.436.500;6.184.200;8.466.600;735.200
2021M02D09;7.436.900;6.144.200;8.467.600;735.900
2021M02D10;7.437.300;6.132.800;8.485.200;737.800
2021M02D11;7.438.000;6.123.300;8.475.900;737.400
2021M02D12;7.436.100;6.141.500;8.473.900;737.600
2021M02D15;7.436.600;6.131.300;8.525.800;740.400
2021M02D16;7.436.700;6.124.300;8.515.300;740.600
2021M02D17;7.436.800;6.166.500;8.552.000;740.600
2021M02D18;7.436.200;6.153.800;8.592.800;741.200
2021M02D19;7.436.800;6.126.400;8.596.700;741.200
2021M02D22;7.436.500;6.129.200;8.594.100;741.300
2021M02D23;7.436.600;6.124.200;8.616.400;738.100
2021M02D24;7.436.400;6.122.500;8.644.000;737.100
2021M02D25;7.436.300;6.082.900;8.606.000;738.700
2021M02D26;7.436.100;6.134.900;8.542.000;733.400
2021M03D01;7.436.000;6.169.400;8.590.800;730.200
2021M03D02;7.436.100;6.182.300;8.603.300;733.300
2021M03D03;7.436.200;6.172.100;8.611.600;734.400
2021M03D04;7.436.100;6.179.200;8.619.600;731.900
2021M03D05;7.436.300;6.229.100;8.616.800;730.000
2021M03D08;7.436.200;6.266.800;8.674.200;730.400
2021M03D09;7.436.600;6.252.400;8.677.100;733.700
2021M03D10;7.436.600;6.253.400;8.682.000;734.100
2021M03D11;7.436.600;6.213.200;8.680.500;734.200
2021M03D12;7.436.600;6.232.000;8.663.800;733.500
2021M03D15;7.436.200;6.238.400;8.680.100;730.100
2021M03D16;7.436.000;6.235.100;8.652.000;733.400
2021M03D17;7.436.000;6.245.100;8.680.000;733.700
2021M03D18;7.436.000;6.242.400;8.689.500;732.100
2021M03D19;7.436.400;6.253.800;8.670.900;730.900
2021M03D22;7.436.000;6.235.100;8.623.100;732.000
2021M03D23;7.436.000;6.257.700;8.626.700;730.400
2021M03D24;7.436.000;6.288.400;8.621.400;731.600
2021M03D25;7.436.000;6.300.600;8.639.700;729.500
2021M03D26;7.436.100;6.311.400;8.696.900;729.700
2021M03D29;7.436.000;6.310.300;8.735.900;727.600
2021M03D30;7.436.900;6.334.100;8.710.600;725.700
2021M03D31;7.437.300;6.343.100;8.728.300;726.400
2021M04D06;7.437.900;6.296.900;8.713.800;724.900
2021M04D07;7.436.500;6.257.600;8.640.600;726.500
2021M04D08;7.437.700;6.264.400;8.619.400;728.700
2021M04D09;7.437.200;6.256.100;8.582.200;731.100
2021M04D12;7.436.900;6.247.400;8.595.800;729.300
2021M04D13;7.437.400;6.252.000;8.578.500;728.400
2021M04D14;7.437.200;6.216.300;8.556.600;733.200
2021M04D15;7.437.200;6.213.200;8.572.800;734.200
2021M04D16;7.436.800;6.204.600;8.568.400;735.900
2021M04D19;7.436.400;6.179.000;8.611.400;736.400
2021M04D20;7.436.500;6.170.900;8.617.500;734.200
2021M04D21;7.436.400;6.193.400;8.621.900;732.600
2021M04D22;7.436.600;6.173.500;8.562.100;734.600
2021M04D23;7.436.100;6.162.900;8.556.600;733.300
2021M04D26;7.436.200;6.153.200;8.549.800;734.000
2021M04D27;7.436.000;6.151.600;8.557.500;733.300
2021M04D28;7.436.000;6.160.700;8.548.300;735.400
2021M04D29;7.436.000;6.130.800;8.556.000;735.300
2021M05D03;7.436.500;6.174.400;8.563.600;730.500
2021M05D04;7.436.100;6.185.900;8.569.900;731.400
2021M05D05;7.436.000;6.194.100;8.619.100;729.400
2021M05D06;7.436.000;6.165.800;8.575.900;729.400
2021M05D07;7.436.100;6.166.400;8.565.900;734.300
2021M05D10;7.436.100;6.110.700;8.627.100;734.500
2021M05D11;7.436.000;6.110.100;8.645.200;735.300
2021M05D12;7.436.000;6.136.300;8.666.900;735.800
2021M05D17;7.436.300;6.123.900;8.625.300;732.300
2021M05D18;7.436.300;6.084.400;8.647.100;733.600
2021M05D19;7.436.000;6.089.100;8.623.100;731.700
2021M05D20;7.436.400;6.093.900;8.606.900;730.400
2021M05D21;7.436.200;6.101.200;8.659.800;734.700
2021M05D25;7.436.000;6.063.300;8.589.300;733.800
2021M05D26;7.436.000;6.080.600;8.613.500;732.600
2021M05D27;7.436.300;6.096.300;8.640.000;734.100
2021M05D28;7.436.600;6.124.700;8.670.900;734.500
2021M05D31;7.436.500;6.095.000;8.645.800;734.800
2021M06D01;7.436.600;6.083.100;8.618.600;736.600
2021M06D02;7.436.500;6.102.500;8.634.500;737.000
2021M06D03;7.436.500;6.102.000;8.651.600;735.200
2021M06D04;7.436.800;6.137.500;8.678.700;736.000
2021M06D07;7.436.900;6.114.900;8.665.200;739.600
2021M06D08;7.436.400;6.104.400;8.636.900;738.100
2021M06D09;7.436.600;6.098.100;8.641.900;739.300
2021M06D10;7.436.400;6.108.400;8.617.600;738.400
2021M06D11;7.436.100;6.132.900;8.675.900;738.900
2021M06D14;7.436.100;6.139.400;8.656.900;736.700
2021M06D15;7.436.200;6.141.600;8.631.700;737.300
2021M06D16;7.436.600;6.133.800;8.664.300;734.200
2021M06D17;7.436.900;6.230.100;8.695.600;729.800
2021M06D18;7.436.400;6.250.100;8.668.600;726.700
2021M06D21;7.436.400;6.253.800;8.680.300;727.900
2021M06D22;7.436.000;6.251.900;8.691.000;732.100
2021M06D23;7.436.200;6.222.200;8.703.900;734.200
2021M06D24;7.436.200;6.230.100;8.658.500;735.300
2021M06D25;7.436.300;6.222.800;8.651.900;735.500
2021M06D28;7.436.900;6.244.200;8.676.800;734.400
2021M06D29;7.436.300;6.255.300;8.652.100;732.600
2021M06D30;7.436.200;6.257.300;8.666.400;735.500
2021M07D01;7.436.000;6.257.200;8.643.200;730.900
2021M07D02;7.436.000;6.289.400;8.646.200;732.000
2021M07D05;7.436.000;6.266.600;8.680.300;733.100
2021M07D06;7.436.100;6.281.600;8.702.300;732.700
2021M07D07;7.436.100;6.285.300;8.697.200;730.400
2021M07D08;7.436.600;6.282.000;8.633.900;729.700
2021M07D09;7.436.700;6.271.500;8.671.700;730.100
2021M07D12;7.437.500;6.275.300;8.691.700;729.100
2021M07D13;7.438.000;6.280.000;8.697.600;730.500
2021M07D14;7.437.600;6.296.600;8.733.900;728.800
2021M07D15;7.437.500;6.298.200;8.730.700;726.800
2021M07D16;7.438.100;6.302.400;8.720.100;726.200
2021M07D19;7.437.700;6.321.300;8.657.200;725.400
2021M07D20;7.438.100;6.316.900;8.594.500;725.400
2021M07D21;7.438.500;6.318.800;8.613.100;726.100
2021M07D22;7.438.200;6.316.900;8.693.200;727.500
2021M07D23;7.438.200;6.321.200;8.695.300;728.500
2021M07D26;7.437.200;6.309.700;8.701.700;728.800
2021M07D27;7.437.100;6.297.300;8.698.100;731.600
2021M07D28;7.437.300;6.299.100;8.740.000;729.400
2021M07D29;7.437.600;6.264.300;8.741.900;731.500
2021M07D30;7.437.900;6.255.100;8.736.100;730.200
2021M08D02;7.438.100;6.257.900;8.692.600;729.900
2021M08D03;7.437.600;6.258.000;8.713.700;728.900
2021M08D04;7.436.700;6.269.900;8.733.300;729.300
2021M08D05;7.436.600;6.275.600;8.742.800;729.200
2021M08D06;7.437.100;6.298.900;8.766.000;731.400
2021M08D09;7.437.000;6.323.400;8.775.700;727.900
2021M08D10;7.437.300;6.344.700;8.794.500;728.100
2021M08D11;7.437.300;6.346.900;8.781.000;727.000
2021M08D12;7.437.100;6.335.400;8.776.100;730.000
2021M08D13;7.437.000;6.321.300;8.739.800;729.200
2021M08D16;7.436.700;6.317.300;8.762.200;729.000
2021M08D17;7.436.500;6.319.800;8.715.700;729.400
2021M08D18;7.436.800;6.343.800;8.730.400;727.400
2021M08D19;7.436.900;6.358.500;8.695.800;723.400
2021M08D20;7.436.800;6.372.000;8.672.700;720.200
2021M08D23;7.436.900;6.346.600;8.684.400;725.000
2021M08D24;7.437.000;6.334.800;8.690.300;728.500
2021M08D25;7.436.600;6.336.600;8.688.600;727.300
2021M08D26;7.436.600;6.319.900;8.675.700;726.100
2021M08D27;7.436.300;6.322.800;8.676.800;726.600
2021M08D30;7.436.100;6.301.200;8.672.000;730.400
2021M08D31;7.436.000;6.283.600;8.659.100;731.700
2021M09D01;7.436.100;6.292.700;8.660.400;729.300
2021M09D02;7.436.000;6.277.200;8.655.100;729.500
2021M09D03;7.436.100;6.263.600;8.662.700;731.100
2021M09D06;7.436.000;6.267.700;8.675.800;731.500
2021M09D07;7.436.200;6.270.000;8.635.200;732.500
2021M09D08;7.436.000;6.287.300;8.659.300;730.900
2021M09D09;7.436.200;6.281.600;8.691.700;730.000
2021M09D10;7.436.200;6.280.000;8.721.800;730.200
2021M09D13;7.436.200;6.312.600;8.736.100;730.100
2021M09D14;7.436.100;6.294.300;8.721.700;733.000
2021M09D15;7.436.100;6.289.000;8.696.200;733.600
2021M09D16;7.436.000;6.321.500;8.745.700;732.500
2021M09D17;7.436.000;6.312.400;8.711.000;732.200
2021M09D20;7.435.900;6.349.500;8.676.200;727.800
2021M09D21;7.436.000;6.335.000;8.661.100;730.700
2021M09D22;7.436.100;6.339.900;8.646.600;730.800
2021M09D23;7.436.200;6.347.600;8.697.800;733.400
2021M09D24;7.436.200;6.345.400;8.676.700;733.500
2021M09D27;7.436.000;6.356.600;8.705.200;730.900
2021M09D28;7.436.000;6.367.500;8.651.500;729.500
2021M09D29;7.436.000;6.380.600;8.602.200;730.200
2021M09D30;7.436.000;6.422.000;8.641.200;731.300
2021M10D01;7.437.200;6.411.400;8.682.900;732.500
2021M10D04;7.437.400;6.391.700;8.695.700;733.200
2021M10D05;7.437.900;6.410.900;8.732.700;734.200
2021M10D06;7.439.800;6.445.800;8.755.800;732.100
2021M10D07;7.439.900;6.434.800;8.750.500;733.300
2021M10D08;7.441.300;6.432.100;8.765.800;735.800
2021M10D11;7.441.200;6.429.200;8.766.900;735.600
2021M10D12;7.440.800;6.439.500;8.779.200;736.100
2021M10D13;7.440.700;6.435.500;8.764.300;735.300
2021M10D14;7.440.600;6.413.200;8.793.200;743.000
2021M10D15;7.440.200;6.412.900;8.818.700;741.900
2021M10D18;7.440.000;6.411.600;8.811.200;741.200
2021M10D19;7.440.600;6.384.000;8.829.000;741.800
2021M10D20;7.440.400;6.401.400;8.804.900;742.900
2021M10D21;7.440.600;6.393.900;8.827.400;743.000
2021M10D22;7.440.500;6.397.700;8.818.900;745.900
2021M10D25;7.439.900;6.412.000;8.817.100;744.000
2021M10D26;7.439.200;6.403.200;8.837.500;745.100
2021M10D27;7.439.400;6.403.900;8.800.900;746.100
2021M10D28;7.439.100;6.416.900;8.816.900;746.200
2021M10D29;7.438.900;6.388.100;8.804.500;748.600
2021M11D01;7.439.600;6.425.600;8.796.500;750.500
2021M11D02;7.439.900;6.412.000;8.757.500;751.700
2021M11D03;7.438.100;6.424.300;8.769.000;750.400
2021M11D04;7.437.700;6.429.000;8.714.400;750.800
2021M11D05;7.437.600;6.456.800;8.694.400;751.000
2021M11D08;7.438.300;6.424.000;8.702.000;746.900
2021M11D09;7.437.700;6.424.500;8.711.300;751.300
2021M11D10;7.437.600;6.435.000;8.694.100;746.400
2021M11D11;7.437.200;6.489.700;8.694.600;746.300
2021M11D12;7.437.000;6.496.300;8.697.700;743.100
2021M11D15;7.437.500;6.499.000;8.733.000;743.200
2021M11D16;7.436.700;6.541.800;8.797.400;741.500
2021M11D17;7.436.500;6.571.700;8.843.500;741.400
2021M11D18;7.436.200;6.554.600;8.834.400;739.500
2021M11D19;7.436.600;6.598.000;8.860.700;736.600
2021M11D22;7.436.800;6.594.100;8.861.500;734.300
2021M11D23;7.436.400;6.604.800;8.833.400;733.900
2021M11D24;7.436.700;6.636.400;8.860.100;729.800
2021M11D25;7.436.200;6.625.900;8.821.600;730.800
2021M11D26;7.436.500;6.586.200;8.788.100;724.800
2021M11D29;7.436.700;6.595.200;8.792.200;722.700
2021M11D30;7.436.800;6.544.800;8.731.400;723.000
2021M12D01;7.436.200;6.572.600;8.748.500;727.200
2021M12D02;7.436.200;6.558.100;8.734.600;724.400
2021M12D03;7.436.200;6.586.000;8.743.500;720.700
2021M12D06;7.436.200;6.588.300;8.735.300;724.200
2021M12D07;7.436.300;6.606.500;8.755.500;725.000
2021M12D08;7.436.200;6.581.300;8.686.800;725.400
2021M12D09;7.436.200;6.574.300;8.673.000;725.000
2021M12D10;7.436.200;6.596.500;8.712.100;725.700
2021M12D13;7.436.200;6.593.500;8.732.200;726.800
2021M12D14;7.436.200;6.575.500;8.713.100;723.300
2021M12D15;7.436.200;6.602.900;8.750.500;725.000
2021M12D16;7.436.200;6.559.800;8.765.500;725.700
2021M12D17;7.436.400;6.563.500;8.727.300;723.700
2021M12D20;7.436.300;6.596.600;8.727.500;721.900
2021M12D21;7.436.200;6.583.600;8.719.700;719.800
2021M12D22;7.436.200;6.580.100;8.758.800;722.600
2021M12D23;7.436.200;6.574.900;8.828.700;721.700
2021M12D27;7.436.200;6.573.700;8.818.000;720.200
2021M12D28;7.436.200;6.562.700;8.826.600;725.300
2021M12D29;7.436.500;6.579.200;8.840.900;724.700
2021M12D30;7.436.500;6.561.200;8.860.400;726.000
2022M01D03;7.438.200;6.550.600;8.840.800;722.400
2022M01D04;7.437.800;6.594.400;8.895.000;723.500
2022M01D05;7.438.400;6.571.600;8.903.400;725.400
2022M01D06;7.439.300;6.574.700;8.899.400;720.400
2022M01D07;7.438.000;6.583.500;8.915.300;723.300
2022M01D10;7.438.100;6.571.900;8.918.800;721.900
2022M01D11;7.440.400;6.563.500;8.913.300;721.800
2022M01D12;7.441.400;6.544.800;8.929.200;725.000
2022M01D13;7.440.900;6.491.200;8.906.500;726.800
2022M01D14;7.441.400;6.500.700;8.911.000;724.700
2022M01D17;7.441.700;6.526.100;8.904.400;722.100
2022M01D18;7.442.500;6.547.500;8.894.700;721.300
2022M01D19;7.441.900;6.559.600;8.948.000;719.500
2022M01D20;7.442.400;6.564.100;8.938.200;717.600
2022M01D21;7.443.100;6.559.000;8.899.700;714.700
2022M01D24;7.443.100;6.584.500;8.881.700;708.600
2022M01D25;7.443.700;6.606.100;8.891.900;708.800
2022M01D26;7.442.000;6.599.300;8.917.100;712.200
2022M01D27;7.442.800;6.669.200;8.927.600;712.600
2022M01D28;7.443.200;6.682.700;8.948.500;705.400
2022M01D31;7.441.900;6.670.800;8.949.600;709.500
2022M02D01;7.440.700;6.608.100;8.911.200;712.500
2022M02D02;7.438.300;6.569.200;8.919.400;716.300
2022M02D03;7.438.800;6.591.200;8.940.000;716.200
2022M02D04;7.443.200;6.492.700;8.798.800;712.500
2022M02D07;7.444.300;6.503.300;8.790.600;712.500
2022M02D08;7.443.700;6.525.000;8.823.400;712.800
2022M02D09;7.443.700;6.509.600;8.834.700;715.200
2022M02D10;7.440.400;6.504.400;8.831.500;706.800
2022M02D11;7.440.000;6.516.600;8.861.600;705.000
2022M02D14;7.441.100;6.575.700;8.888.100;700.900
2022M02D15;7.442.200;6.559.900;8.884.600;703.800
2022M02D16;7.441.000;6.543.300;8.864.700;706.200
2022M02D17;7.439.800;6.543.400;8.910.700;702.300
2022M02D18;7.438.200;6.551.200;8.916.000;703.100
2022M02D21;7.439.700;6.561.700;8.931.400;698.300
2022M02D22;7.439.200;6.559.000;8.889.500;701.800
2022M02D23;7.438.800;6.557.500;8.912.700;704.000
2022M02D24;7.440.500;6.665.300;8.914.700;693.200
2022M02D25;7.441.800;6.635.000;8.886.800;703.100
2022M02D28;7.440.400;6.643.800;8.905.300;701.600
2022M03D01;7.437.700;6.663.400;8.929.900;695.800
2022M03D02;7.438.700;6.697.900;8.928.300;689.500
2022M03D03;7.439.900;6.717.100;8.988.300;690.900
2022M03D04;7.439.400;6.807.000;9.029.700;689.200
2022M03D07;7.440.600;6.829.400;9.005.300;685.300
2022M03D08;7.444.100;6.834.500;8.948.800;684.200
2022M03D09;7.444.000;6.771.600;8.907.500;693.500
2022M03D10;7.440.100;6.712.500;8.838.800;694.900
2022M03D11;7.440.200;6.770.000;8.860.500;698.900
2022M03D14;7.440.500;6.788.800;8.866.700;706.100
2022M03D15;7.441.000;6.770.100;8.852.700;706.900
2022M03D16;7.441.200;6.768.400;8.859.800;714.100
2022M03D17;7.443.900;6.736.000;8.828.700;712.300
2022M03D18;7.442.300;6.760.800;8.867.800;713.500
2022M03D21;7.441.100;6.741.300;8.882.200;714.900
2022M03D22;7.440.200;6.749.100;8.939.500;716.600
2022M03D23;7.438.100;6.771.100;8.931.400;715.200
2022M03D24;7.439.700;6.776.900;8.932.500;718.400
2022M03D25;7.440.400;6.762.800;8.923.500;718.800
2022M03D28;7.439.300;6.784.000;8.894.100;713.800
2022M03D29;7.438.800;6.710.700;8.809.600;720.200
2022M03D30;7.439.100;6.686.200;8.797.100;718.800
2022M03D31;7.437.900;6.700.200;8.792.400;719.500
2022M04D01;7.438.800;6.730.700;8.840.500;720.000
2022M04D04;7.438.500;6.759.200;8.867.000;716.300
2022M04D05;7.437.800;6.780.700;8.908.600;725.000
2022M04D06;7.437.800;6.809.300;8.910.400;723.100
2022M04D07;7.437.800;6.813.700;8.912.900;721.200
2022M04D08;7.437.200;6.847.600;8.922.300;723.700
2022M04D11;7.437.500;6.823.400;8.886.600;721.200
2022M04D12;7.437.900;6.848.300;8.912.500;719.900
2022M04D13;7.437.700;6.870.200;8.931.000;719.800
2022M04D19;7.439.100;6.886.100;8.967.600;719.400
2022M04D20;7.440.500;6.870.300;8.968.200;727.300
2022M04D21;7.440.300;6.834.100;8.908.100;725.500
2022M04D22;7.440.200;6.878.200;8.865.300;723.900
2022M04D25;7.439.100;6.922.700;8.821.400;718.900
2022M04D26;7.439.300;6.969.600;8.842.100;715.800
2022M04D27;7.441.000;7.031.100;8.835.700;715.200
2022M04D28;7.442.100;7.097.900;8.822.900;718.400
2022M04D29;7.441.500;7.060.200;8.868.600;722.800
2022M05D02;7.439.100;7.068.700;8.876.100;715.100
2022M05D03;7.440.300;7.048.400;8.843.800;715.600
2022M05D04;7.440.900;7.065.700;8.837.800;715.700
2022M05D05;7.440.500;7.040.600;8.734.000;717.200
2022M05D06;7.440.000;7.038.800;8.689.100;710.700
2022M05D09;7.438.500;7.044.700;8.727.000;703.000
2022M05D10;7.438.600;7.048.100;8.690.500;701.300
2022M05D11;7.439.300;7.049.500;8.711.800;706.800
2022M05D12;7.441.300;7.149.600;8.724.400;704.300
2022M05D16;7.441.800;7.140.500;8.750.400;708.900
2022M05D17;7.441.400;7.059.500;8.816.800;712.800
2022M05D18;7.441.900;7.072.000;8.789.300;711.000
2022M05D19;7.442.300;7.071.100;8.783.800;708.100
